municipio,partido,votos,porcentaje
TRES ARROYOS,LA LIBERTAD AVANZA,9583.0,37.27
TRES ARROYOS,SOMOS BUENOS AIRES,1210.0,4.7
TRES ARROYOS,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,617.0,2.4
TRES ARROYOS,POTENCIA,515.0,2.0
TRES ARROYOS,UNION Y LIBERTAD,493.0,1.91
TRES ARROYOS,UNION LIBERAL,452.0,1.75
TRES ARROYOS,MOVIMIENTO AVANZADA SOCIALISTA,82.0,0.31
TRES ARROYOS,VALORES REPUBLICANOS,78.0,0.3
TRES ARROYOS,POLITICA OBRERA,63.0,0.24
TRES ARROYOS,FRENTE PATRIOTA FEDERAL,58.0,0.22
TRES ARROYOS,PARTIDO TIEMPO DE TODOS,49.0,0.19
TRES ARROYOS,CONSTRUYENDO PORVENIR,47.0,0.18
TRES ARROYOS,ES CON VOS ES CON NOSOTROS,0.0,0.0
TRES ARROYOS,PARTIDO LIBERTARIO,0.0,0.0
TRES LOMAS,FUERZA PATRIA,1753.0,42.44
TRES LOMAS,SOMOS BUENOS AIRES,1140.0,27.6
TRES LOMAS,LA LIBERTAD AVANZA,1126.0,27.26
TRES LOMAS,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,32.0,0.77
TRES LOMAS,UNION Y LIBERTAD,24.0,0.58
TRES LOMAS,MOVIMIENTO AVANZADA SOCIALISTA,14.0,0.33
TRES LOMAS,CONSTRUYENDO PORVENIR,10.0,0.24
TRES LOMAS,POTENCIA,9.0,0.21
TRES LOMAS,VALORES REPUBLICANOS,7.0,0.16
TRES LOMAS,PARTIDO TIEMPO DE TODOS,6.0,0.14
TRES LOMAS,FRENTE PATRIOTA FEDERAL,5.0,0.12
TRES LOMAS,POLITICA OBRERA,4.0,0.09
TRES LOMAS,ES CON VOS ES CON NOSOTROS,0.0,0.0
TRES LOMAS,PARTIDO LIBERTARIO,0.0,0.0
TRES LOMAS,UNION LIBERAL,0.0,0.0
VILLARINO,LA LIBERTAD AVANZA,3851.0,34.9
VILLARINO,SOMOS BUENOS AIRES,3515.0,31.85
VILLARINO,FUERZA PATRIA,3084.0,27.94
VILLARINO,UNION Y LIBERTAD,136.0,1.23
VILLARINO,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,116.0,1.05
VILLARINO,VALORES REPUBLICANOS,90.0,0.81
VILLARINO,POTENCIA,70.0,0.63
VILLARINO,MOVIMIENTO AVANZADA SOCIALISTA,62.0,0.56
VILLARINO,CONSTRUYENDO PORVENIR,33.0,0.29
VILLARINO,FRENTE PATRIOTA FEDERAL,28.0,0.25
VILLARINO,PARTIDO TIEMPO DE TODOS,23.0,0.2
VILLARINO,POLITICA OBRERA,23.0,0.2
VILLARINO,ES CON VOS ES CON NOSOTROS,1.0,0.01
VILLARINO,PARTIDO LIBERTARIO,1.0,0.01
VILLARINO,UNION LIBERAL,1.0,0.01
ZARATE,FUERZA PATRIA,25455.0,43.08
ZARATE,LA LIBERTAD AVANZA,20457.0,34.62
ZARATE,ESP. ABIERTO PARA EL DES. Y LA INT. SOCIAL,4351.0,7.36
ZARATE,UNION Y LIBERTAD,3541.0,5.99
ZARATE,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,1687.0,2.85
ZARATE,POTENCIA,1576.0,2.66
ZARATE,MOVIMIENTO AVANZADA SOCIALISTA,440.0,0.74
ZARATE,POLITICA OBRERA,349.0,0.59
ZARATE,PARTIDO LIBERTARIO,341.0,0.57
ZARATE,ES CON VOS ES CON NOSOTROS,257.0,0.43
ZARATE,VALORES REPUBLICANOS,206.0,0.34
ZARATE,CONSTRUYENDO PORVENIR,165.0,0.27
ZARATE,FRENTE PATRIOTA FEDERAL,149.0,0.25
ZARATE,PARTIDO TIEMPO DE TODOS,90.0,0.15
ZARATE,UNION LIBERAL,13.0,0.02
